franchise_id,season_id,metro_id,team_name,league_id,conference,division,league_position,conference_position,division_position,qualified_for_postseason,rounds_won,appeared_in_championship,won_championship
56,436,34,New Orleans Pelicans,3,Western,Southwest,,,,false,,,
41,436,13,Dallas Mavericks,3,Western,Southwest,,,,false,,,
46,436,22,Houston Rockets,3,Western,Southwest,,LAST_TIED,LAST_TIED,false,,,
66,436,50,San Antonio Spurs,3,Western,Southwest,,LAST_TIED,LAST_TIED,false,,,
34,442,5,Boston Celtics,3,Eastern,Atlantic,FIRST,FIRST,FIRST,true,4,true,true
57,442,35,New York Knicks,3,Eastern,Atlantic,,,,true,1,false,false
60,442,39,Philadelphia 76ers,3,Eastern,Atlantic,,,,true,0,false,false
35,442,35,Brooklyn Nets,3,Eastern,Atlantic,,,,false,,,
70,442,59,Toronto Raptors,3,Eastern,Atlantic,,,LAST,false,,,
54,442,30,Milwaukee Bucks,3,Eastern,Central,,,FIRST,true,0,false,false
39,442,11,Cleveland Cavaliers,3,Eastern,Central,,,,true,1,false,false
47,442,23,Indiana Pacers,3,Eastern,Central,,,,true,2,false,false
37,442,9,Chicago Bulls,3,Eastern,Central,,,,false,,,
44,442,16,Detroit Pistons,3,Eastern,Central,LAST,LAST,LAST,false,,,
59,442,37,Orlando Magic,3,Eastern,Southeast,,,FIRST,true,0,false,false
53,442,29,Miami Heat,3,Eastern,Southeast,,,,true,0,false,false
32,442,2,Atlanta Hawks,3,Eastern,Southeast,,,,false,,,
36,442,8,Charlotte Hornets,3,Eastern,Southeast,,,,false,,,
73,442,63,Washington Wizards,3,Eastern,Southeast,,,LAST,false,,,
58,442,36,Oklahoma City Thunder,3,Western,Northwest,,FIRST_TIED,FIRST_TIED,true,1,false,false
43,442,15,Denver Nuggets,3,Western,Northwest,,FIRST_TIED,FIRST_TIED,true,1,false,false
55,442,31,Minnesota Timberwolves,3,Western,Northwest,,,,true,2,false,false
71,442,49,Utah Jazz,3,Western,Northwest,,,,false,,,
63,442,42,Portland Trail Blazers,3,Western,Northwest,,LAST,LAST,false,,,
50,442,27,Los Angeles Clippers,3,Western,Pacific,,,FIRST,true,0,false,false
61,442,40,Phoenix Suns,3,Western,Pacific,,,,true,0,false,false
51,442,27,Los Angeles Lakers,3,Western,Pacific,,,,true,0,false,false
65,442,48,Sacramento Kings,3,Western,Pacific,,,LAST_TIED,false,,,
45,442,52,Golden State Warriors,3,Western,Pacific,,,LAST_TIED,false,,,
41,442,13,Dallas Mavericks,3,Western,Southwest,,,FIRST,true,3,true,false
56,442,34,New Orleans Pelicans,3,Western,Southwest,,,,true,0,false,false
46,442,22,Houston Rockets,3,Western,Southwest,,,,false,,,
52,442,28,Memphis Grizzlies,3,Western,Southwest,,,,false,,,
66,442,50,San Antonio Spurs,3,Western,Southwest,,,LAST,false,,,
34,448,5,Boston Celtics,3,Eastern,Atlantic,,,FIRST,true,1,false,false
57,448,35,New York Knicks,3,Eastern,Atlantic,,,,true,2,false,false
70,448,59,Toronto Raptors,3,Eastern,Atlantic,,,,false,,,
35,448,35,Brooklyn Nets,3,Eastern,Atlantic,,,,false,,,
60,448,39,Philadelphia 76ers,3,Eastern,Atlantic,,,LAST,false,,,
39,448,11,Cleveland Cavaliers,3,Eastern,Central,,FIRST,FIRST,true,1,false,false
47,448,23,Indiana Pacers,3,Eastern,Central,,,,true,3,true,false
54,448,30,Milwaukee Bucks,3,Eastern,Central,,,,true,0,false,false
44,448,16,Detroit Pistons,3,Eastern,Central,,,,true,0,false,false
37,448,9,Chicago Bulls,3,Eastern,Central,,,LAST,false,,,
59,448,37,Orlando Magic,3,Eastern,Southeast,,,FIRST,true,0,false,false
32,448,2,Atlanta Hawks,3,Eastern,Southeast,,,,false,,,
53,448,29,Miami Heat,3,Eastern,Southeast,,,,true,0,false,false
36,448,8,Charlotte Hornets,3,Eastern,Southeast,,,,false,,,
73,448,63,Washington Wizards,3,Eastern,Southeast,,LAST,LAST,false,,,
58,448,36,Oklahoma City Thunder,3,Western,Northwest,FIRST,FIRST,FIRST,true,4,true,true
43,448,15,Denver Nuggets,3,Western,Northwest,,,,true,1,false,false
55,448,31,Minnesota Timberwolves,3,Western,Northwest,,,,true,2,false,false
63,448,42,Portland Trail Blazers,3,Western,Northwest,,,,false,,,
